START_DATE,END_DATE,CATEGORY,START,STOP,MILES,PURPOSE,date,time,day to night
2016-11-11 14:20:00,2016-11-11 14:32:00,Business,Palo Alto,Menlo Park,2.5,NOT,2016-11-11,14:20,Day
2016-11-11 14:39:00,2016-11-11 15:46:00,Business,Menlo Park,Berkeley,36.6,Customer Visit,2016-11-11,14:39,Day
2016-11-11 18:30:00,2016-11-11 18:43:00,Business,Central,College Avenue,2.9,NOT,2016-11-11,18:30,Night
2016-11-11 21:08:00,2016-11-11 21:18:00,Business,College Avenue,Central,2.6,NOT,2016-11-11,21:08,Night
2016-11-12 10:32:00,2016-11-12 10:52:00,Business,Central,South,2.3,NOT,2016-11-12,10:32,Day
2016-11-12 10:55:00,2016-11-12 11:25:00,Business,South,Downtown,6.4,NOT,2016-11-12,10:55,Day
2016-11-12 13:07:00,2016-11-12 13:15:00,Business,Downtown,Central,1.4,NOT,2016-11-12,13:07,Day
2016-11-12 13:46:00,2016-11-12 13:50:00,Business,Central,West Berkeley,0.6,NOT,2016-11-12,13:46,Day
2016-11-12 14:22:00,2016-11-12 14:53:00,Business,West Berkeley,South,5.9,Meeting,2016-11-12,14:22,Day
2016-11-12 15:14:00,2016-11-12 15:21:00,Business,South,Southwest Berkeley,0.8,NOT,2016-11-12,15:14,Day
2016-11-12 15:25:00,2016-11-12 15:36:00,Business,Berkeley,Emeryville,1.3,NOT,2016-11-12,15:25,Day
2016-11-12 15:40:00,2016-11-12 15:59:00,Business,Emeryville,Berkeley,3.7,Errand/Supplies,2016-11-12,15:40,Day
,,Business,Central,Central,2.3,NOT,,,Night
,,Business,Central,Central,2.6,NOT,,,Night
,,Business,Central,Southside,1.9,NOT,,,Night
,,Business,Southside,West Berkeley,2.1,NOT,,,Night
,,Business,West Berkeley,Southside,4.0,Meeting,,,Night
,,Business,Southside,South Berkeley,0.9,NOT,,,Night
,,Business,South Berkeley,Southside,0.9,NOT,,,Night
,,Business,Southside,Central,2.4,NOT,,,Night
,,Business,Central,Southside,1.9,NOT,,,Night
,,Business,Southside,Central,1.9,NOT,,,Night
,,Business,Berkeley,Mountain View,44.6,Customer Visit,,,Night
,,Business,Mountain View,Berkeley,43.6,Customer Visit,,,Night
,,Business,Berkeley,Emeryville,2.5,NOT,,,Night
,,Business,Emeryville,Berkeley,3.7,Errand/Supplies,,,Night
,,Business,Berkeley,Oakland,5.1,NOT,,,Night
,,Business,Oakland,San Francisco,9.7,Temporary Site,,,Night
,,Business,San Francisco,Berkeley,11.8,Temporary Site,,,Night
,,Business,Berkeley,El Cerrito,2.3,Temporary Site,,,Night
,,Business,El Cerrito,Berkeley,3.1,Meal/Entertain,,,Night
,,Business,Berkeley,Oakland,16.3,Customer Visit,,,Night
,,Business,Cary,Morrisville,3.1,Meal/Entertain,,,Night
,,Business,Morrisville,Cary,5.2,Meal/Entertain,,,Night
,,Business,Krendle Woods,Whitebridge,6.1,Meeting,,,Night
,,Business,Cary,Durham,10.3,Meeting,,,Night
,,Business,Durham,Cary,10.5,Meeting,,,Night
,,Business,Cary,Cary,1.5,NOT,,,Night
,,Business,Cary,Cary,1.8,NOT,,,Night
,,Business,Cary,Apex,5.4,Errand/Supplies,,,Night
,,Business,Apex,Cary,5.4,Customer Visit,,,Night
,,Business,Cary,Cary,39.2,Between Offices,,,Night
,,Business,Cary,Cary,6.4,Customer Visit,,,Night
,,Business,Cary,Cary,2.7,Meeting,,,Night
,,Business,Cary,Cary,18.5,Errand/Supplies,,,Night
,,Business,Cary,Cary,2.5,Meal/Entertain,,,Night
,,Business,Cary,Cary,2.1,Meal/Entertain,,,Night
,,Business,Cary,Unknown Location,6.7,Errand/Supplies,,,Night
,,Business,Unknown Location,Morrisville,3.5,Meal/Entertain,,,Night
,,Business,Morrisville,Cary,3.4,Errand/Supplies,,,Night
,,Business,Cary,Cary,5.5,Meeting,,,Night
,,Business,Cary,Cary,4.1,Meeting,,,Night
,,Business,Cary,Cary,12.7,Customer Visit,,,Night
,,Business,Cary,Morrisville,3.0,Meal/Entertain,,,Night
,,Business,Morrisville,Cary,3.5,Customer Visit,,,Night
,,Business,Cary,Cary,5.9,Meal/Entertain,,,Night
,,Business,Cary,Cary,1.9,NOT,,,Night
,,Business,Cary,Cary,3.3,NOT,,,Night
,,Business,Cary,Cary,1.3,NOT,,,Night
,,Business,Cary,Durham,10.3,Meeting,,,Night
,,Business,Durham,Cary,11.1,Meeting,,,Night
,,Business,Cary,Cary,1.4,NOT,,,Night
,,Business,Cary,Apex,5.1,Meeting,,,Night
,,Business,Apex,Holly Springs,9.0,Meeting,,,Night
,,Business,Holly Springs,Cary,13.3,Between Offices,,,Night
,,Business,Cary,Cary,2.5,Errand/Supplies,,,Night
,,Business,Cary,Morrisville,3.3,Meal/Entertain,,,Night
,,Business,Morrisville,Cary,2.9,NOT,,,Night
,,Business,Cary,Raleigh,8.5,Customer Visit,,,Night
,,Business,Raleigh,Morrisville,6.7,Temporary Site,,,Night
,,Business,Morrisville,Cary,3.1,NOT,,,Night
2016-12-01 07:44:00,2016-12-01 07:59:00,Business,Cary,Cary,5.5,Meeting,2016-12-01,07:44,Day
2016-12-01 08:37:00,2016-12-01 08:53:00,Business,Cary,Cary,5.5,Errand/Supplies,2016-12-01,08:37,Day
2016-12-01 18:00:00,2016-12-01 18:12:00,Business,Cary,Morrisville,2.9,Meal/Entertain,2016-12-01,18:00,Night
2016-12-01 20:36:00,2016-12-01 20:46:00,Business,Morrisville,Cary,2.9,Customer Visit,2016-12-01,20:36,Night
2016-12-02 12:12:00,2016-12-02 12:23:00,Business,Cary,Apex,5.1,Meal/Entertain,2016-12-02,12:12,Day
2016-12-02 13:07:00,2016-12-02 13:22:00,Business,Apex,Cary,5.3,Customer Visit,2016-12-02,13:07,Day
2016-12-02 20:41:00,2016-12-02 20:48:00,Business,Cary,Morrisville,3.3,Meal/Entertain,2016-12-02,20:41,Night
2016-12-02 22:59:00,2016-12-02 23:07:00,Business,Morrisville,Cary,3.0,Customer Visit,2016-12-02,22:59,Night
2016-12-03 18:35:00,2016-12-03 18:56:00,Business,Cary,Wake Co.,6.6,Errand/Supplies,2016-12-03,18:35,Night
2016-12-03 19:08:00,2016-12-03 19:15:00,Business,Wake Co.,Morrisville,1.8,NOT,2016-12-03,19:08,Night
2016-12-03 20:31:00,2016-12-03 20:41:00,Business,Morrisville,Cary,3.0,Customer Visit,2016-12-03,20:31,Night
2016-12-04 18:56:00,2016-12-04 19:03:00,Business,Cary,Morrisville,2.9,Meal/Entertain,2016-12-04,18:56,Night
2016-12-04 20:23:00,2016-12-04 20:34:00,Business,Morrisville,Cary,3.4,Customer Visit,2016-12-04,20:23,Night
2016-12-05 18:04:00,2016-12-05 18:17:00,Business,Cary,Cary,4.1,NOT,2016-12-05,18:04,Night
2016-12-05 19:22:00,2016-12-05 19:37:00,Business,Cary,Cary,3.8,Meal/Entertain,2016-12-05,19:22,Night
2016-12-07 12:03:00,2016-12-07 12:32:00,Business,Cary,Cary,6.6,Meeting,2016-12-07,12:03,Day
2016-12-07 12:35:00,2016-12-07 12:46:00,Business,Cary,Cary,4.0,Meeting,2016-12-07,12:35,Day
2016-12-07 19:53:00,2016-12-07 20:13:00,Business,Cary,Cary,7.0,Customer Visit,2016-12-07,19:53,Night
2016-12-07 21:13:00,2016-12-07 21:50:00,Business,Cary,Cary,6.9,Meal/Entertain,2016-12-07,21:13,Night
2016-12-08 14:19:00,2016-12-08 14:32:00,Business,Cary,Cary,3.4,Errand/Supplies,2016-12-08,14:19,Day
2016-12-08 14:53:00,2016-12-08 15:02:00,Business,Cary,Cary,3.4,Errand/Supplies,2016-12-08,14:53,Day
2016-12-08 19:22:00,2016-12-08 19:27:00,Business,Cary,Cary,2.0,Meeting,2016-12-08,19:22,Night
2016-12-08 21:26:00,2016-12-08 21:31:00,Business,Cary,Cary,2.0,Errand/Supplies,2016-12-08,21:26,Night
2016-12-09 12:09:00,2016-12-09 12:24:00,Business,Cary,Apex,5.1,Errand/Supplies,2016-12-09,12:09,Day
2016-12-09 13:15:00,2016-12-09 13:43:00,Business,Apex,Cary,8.8,Temporary Site,2016-12-09,13:15,Day
2016-12-09 20:11:00,2016-12-09 20:34:00,Business,Cary,Cary,5.6,Meeting,2016-12-09,20:11,Night
2016-12-09 22:03:00,2016-12-09 22:57:00,Business,Cary,Cary,18.9,Customer Visit,2016-12-09,22:03,Night
2016-12-10 12:43:00,2016-12-10 13:16:00,Business,Cary,Fuquay-Varina,15.6,Meeting,2016-12-10,12:43,Day
2016-12-10 14:42:00,2016-12-10 15:18:00,Business,Fuquay-Varina,Cary,15.6,Errand/Supplies,2016-12-10,14:42,Day
2016-12-10 18:17:00,2016-12-10 18:27:00,Business,Cary,Morrisville,3.0,Meal/Entertain,2016-12-10,18:17,Night
2016-12-10 22:09:00,2016-12-10 22:21:00,Business,Morrisville,Cary,3.1,Customer Visit,2016-12-10,22:09,Night
2016-12-11 16:06:00,2016-12-11 16:16:00,Business,Cary,Morrisville,3.0,Meal/Entertain,2016-12-11,16:06,Day
2016-12-11 19:05:00,2016-12-11 19:15:00,Business,Morrisville,Cary,4.8,Errand/Supplies,2016-12-11,19:05,Night
2016-12-11 21:48:00,2016-12-11 21:56:00,Business,Cary,Cary,2.1,Errand/Supplies,2016-12-11,21:48,Night
2016-12-12 13:22:00,2016-12-12 13:32:00,Business,Cary,Cary,3.1,Errand/Supplies,2016-12-12,13:22,Day
2016-12-12 13:36:00,2016-12-12 13:51:00,Business,Cary,Apex,4.4,Meal/Entertain,2016-12-12,13:36,Day
2016-12-12 14:26:00,2016-12-12 14:39:00,Business,Apex,Cary,4.7,Customer Visit,2016-12-12,14:26,Day
2016-12-12 17:51:00,2016-12-12 18:01:00,Business,Cary,Morrisville,3.0,Meal/Entertain,2016-12-12,17:51,Day
2016-12-12 20:48:00,2016-12-12 20:57:00,Business,Morrisville,Cary,3.0,Customer Visit,2016-12-12,20:48,Night
,,Business,Cary,Cary,4.2,Errand/Supplies,,,Night
,,Business,Cary,Cary,4.1,Meal/Entertain,,,Night
,,Business,Cary,Cary,3.4,NOT,,,Night
,,Business,Cary,Cary,3.3,NOT,,,Night
,,Business,Cary,Morrisville,3.0,Meal/Entertain,,,Night
,,Business,Morrisville,Cary,3.1,Customer Visit,,,Night
,,Business,Cary,Morrisville,10.6,Meeting,,,Night
,,Business,Unknown Location,Unknown Location,4.8,Airport/Travel,,,Night
,,Business,Unknown Location,Unknown Location,5.3,Temporary Site,,,Night
,,Business,Unknown Location,Unknown Location,4.9,Errand/Supplies,,,Night
,,Business,Unknown Location,Unknown Location,10.2,Errand/Supplies,,,Night
,,Business,Unknown Location,Unknown Location,9.2,NOT,,,Night
,,Business,Unknown Location,Islamabad,7.7,Errand/Supplies,,,Night
,,Business,Islamabad,Rawalpindi,5.9,Temporary Site,,,Night
,,Business,Rawalpindi,Unknown Location,0.7,Errand/Supplies,,,Night
,,Business,Unknown Location,Unknown Location,1.3,NOT,,,Night
,,Business,Unknown Location,Unknown Location,2.5,NOT,,,Night
,,Business,Unknown Location,Unknown Location,5.3,NOT,,,Night
,,Business,Unknown Location,Unknown Location,5.4,NOT,,,Night
,,Business,Unknown Location,Rawalpindi,10.2,Customer Visit,,,Night
,,Business,Rawalpindi,Islamabad,7.2,Customer Visit,,,Night
,,Business,Islamabad,Unknown Location,2.2,NOT,,,Night
,,Business,Unknown Location,Unknown Location,11.0,Meeting,,,Night
,,Business,Unknown Location,Rawalpindi,12.0,NOT,,,Night
,,Business,Rawalpindi,Rawalpindi,3.3,Errand/Supplies,,,Night
,,Business,Rawalpindi,Unknown Location,19.4,Meeting,,,Night
,,Business,Unknown Location,Unknown Location,1.7,Errand/Supplies,,,Night
,,Business,Unknown Location,Islamabad,5.7,Temporary Site,,,Night
,,Business,Islamabad,Islamabad,1.8,Errand/Supplies,,,Night
,,Business,Islamabad,Islamabad,1.4,Errand/Supplies,,,Night
,,Business,Islamabad,Unknown Location,10.3,Customer Visit,,,Night
,,Business,Unknown Location,Unknown Location,11.5,Meeting,,,Night
,,Business,Unknown Location,Islamabad,4.9,Errand/Supplies,,,Night
,,Business,Islamabad,Unknown Location,3.5,Meal/Entertain,,,Night
,,Business,Unknown Location,Unknown Location,16.2,Meeting,,,Night
,,Business,Unknown Location,Unknown Location,2.0,Errand/Supplies,,,Night
,,Business,Unknown Location,Islamabad,2.1,Errand/Supplies,,,Night
,,Business,Islamabad,Islamabad,2.1,Meeting,,,Night
,,Business,Islamabad,Unknown Location,7.2,Customer Visit,,,Night
,,Business,Unknown Location,Rawalpindi,12.0,Meeting,,,Night
,,Business,Rawalpindi,Unknown Location,103.0,Meeting,,,Night
,,Business,Unknown Location,Unknown Location,32.3,Meeting,,,Night
,,Business,Unknown Location,Unknown Location,5.3,Customer Visit,,,Night
,,Business,Unknown Location,Unknown Location,11.6,Meeting,,,Night
,,Business,Unknown Location,Unknown Location,23.2,Meeting,,,Night
,,Business,Unknown Location,Unknown Location,3.2,Errand/Supplies,,,Night
,,Business,Unknown Location,Unknown Location,12.3,Temporary Site,,,Night
,,Business,Unknown Location,Lahore,14.0,Meeting,,,Night
,,Business,Lahore,Lahore,2.1,Meal/Entertain,,,Night
,,Business,Lahore,Lahore,2.1,Customer Visit,,,Night
,,Business,Lahore,Lahore,3.0,Meeting,,,Night
,,Business,Lahore,Unknown Location,6.2,Meeting,,,Night
,,Business,Unknown Location,Unknown Location,9.6,Meeting,,,Night
,,Business,Unknown Location,Unknown Location,1.3,Errand/Supplies,,,Night
,,Business,Unknown Location,Lahore,7.1,Meal/Entertain,,,Night
,,Business,Lahore,Unknown Location,6.3,Meal/Entertain,,,Night
,,Business,Unknown Location,Lahore,10.7,Meal/Entertain,,,Night
,,Business,Lahore,Lahore,5.3,Meal/Entertain,,,Night
,,Business,Lahore,Lahore,1.6,Errand/Supplies,,,Night
,,Business,Lahore,Lahore,3.6,Errand/Supplies,,,Night
,,Business,Lahore,Lahore,1.7,Errand/Supplies,,,Night
,,Business,Lahore,Lahore,2.9,Meal/Entertain,,,Night
,,Business,Lahore,Lahore,0.6,Errand/Supplies,,,Night
,,Business,Lahore,Lahore,0.6,Errand/Supplies,,,Night
,,Business,Lahore,Lahore,2.3,Meal/Entertain,,,Night
,,Business,Lahore,Lahore,2.3,Meal/Entertain,,,Night
,,Business,Lahore,Lahore,3.2,Meal/Entertain,,,Night
,,Business,Lahore,Lahore,6.2,Customer Visit,,,Night
,,Business,Lahore,Lahore,7.7,Customer Visit,,,Night
,,Business,Lahore,Lahore,3.8,Customer Visit,,,Night
,,Business,Lahore,Unknown Location,7.9,Meeting,,,Night
,,Business,Kar?chi,Kar?chi,4.9,Temporary Site,,,Night
,,Business,Kar?chi,Kar?chi,5.0,Meal/Entertain,,,Night
,,Business,Kar?chi,Kar?chi,0.6,Meal/Entertain,,,Night
,,Business,Kar?chi,Unknown Location,3.1,Customer Visit,,,Night
,,Business,Unknown Location,Kar?chi,7.9,Meeting,,,Night
,,Business,Kar?chi,Kar?chi,5.5,Customer Visit,,,Night
,,Business,Kar?chi,Unknown Location,10.3,Meal/Entertain,,,Night
,,Business,Unknown Location,Kar?chi,10.4,Errand/Supplies,,,Night
,,Business,Kar?chi,Kar?chi,2.0,Errand/Supplies,,,Night
,,Business,Kar?chi,Unknown Location,8.5,Meal/Entertain,,,Night
,,Business,Unknown Location,Kar?chi,4.4,Errand/Supplies,,,Night
,,Business,Kar?chi,Kar?chi,3.8,Errand/Supplies,,,Night
,,Business,Kar?chi,Kar?chi,5.1,Errand/Supplies,,,Night
,,Business,Kar?chi,Kar?chi,3.8,Errand/Supplies,,,Night
,,Business,Kar?chi,Unknown Location,11.6,Meal/Entertain,,,Night
,,Business,Unknown Location,Kar?chi,11.9,Meal/Entertain,,,Night
,,Business,Kar?chi,Kar?chi,1.4,Errand/Supplies,,,Night
,,Business,Kar?chi,Kar?chi,1.1,Errand/Supplies,,,Night
,,Business,Kar?chi,Kar?chi,4.1,Airport/Travel,,,Night
,,Business,Kar?chi,Kar?chi,6.1,Between Offices,,,Night
,,Business,Kar?chi,Kar?chi,1.3,Errand/Supplies,,,Night
,,Business,Kar?chi,Unknown Location,3.0,Meal/Entertain,,,Night
,,Business,Unknown Location,Kar?chi,4.1,Customer Visit,,,Night
,,Business,Kar?chi,Kar?chi,7.2,Meeting,,,Night
,,Business,Kar?chi,Unknown Location,6.4,NOT,,,Night
,,Business,Unknown Location,Kar?chi,12.9,Meeting,,,Night
,,Business,Kar?chi,Kar?chi,2.8,Errand/Supplies,,,Night
,,Business,Kar?chi,Kar?chi,2.9,Errand/Supplies,,,Night
,,Business,Kar?chi,Kar?chi,4.6,Errand/Supplies,,,Night
,,Business,Kar?chi,Kar?chi,4.6,Meeting,,,Night
,,Business,Kar?chi,Kar?chi,0.8,Customer Visit,,,Night
,,Business,Kar?chi,Kar?chi,0.7,Meeting,,,Night
,,Business,Kar?chi,Unknown Location,3.9,Temporary Site,,,Night
,,Business,Unknown Location,Unknown Location,16.2,Meeting,,,Night
,,Business,Katunayake,Gampaha,6.4,Temporary Site,,,Night
,,Business,Gampaha,Ilukwatta,48.2,Temporary Site,,,Night
,,,,,12204.7,NOT,,,Night
